dt,direction,entry_price,base_symbol,features,label,exit_time,exit_price,level_crossed,target,stoploss
2025-08-06 09:30:00,0,24711.3,NIFTY25AUGFUT,"[np.float64(24711.3), np.float64(0.0), np.float64(24711.3), np.float64(24713.833333333332), np.float64(24710.816666666666), np.float64(24716.85), np.float64(24777.666666666664), np.float64(24847.533333333333), np.float64(24911.366666666665), np.float64(24981.233333333334), np.float64(24643.966666666664), np.float64(24580.13333333333), np.float64(24510.266666666663), np.float64(24446.43333333333), np.float64(6.033333333332848), np.float64(0.0002441528099829976), 570, 0, 4, np.float64(0.002724799315832666), np.float64(0.00022459360697329856), -1, np.float64(24707.8), np.float64(24738.9), np.float64(24686.1), np.float64(24711.3), np.float64(0.0)]",,,,bc,24643.966666666664,24716.85
2025-08-06 09:30:00,0,24715.0,NIFTY25AUGFUT,"[np.float64(24715.0), np.float64(0.0), np.float64(24715.0), np.float64(24713.833333333332), np.float64(24710.816666666666), np.float64(24716.85), np.float64(24777.666666666664), np.float64(24847.533333333333), np.float64(24911.366666666665), np.float64(24981.233333333334), np.float64(24643.966666666664), np.float64(24580.13333333333), np.float64(24510.266666666663), np.float64(24446.43333333333), np.float64(6.033333333332848), np.float64(0.00024411625868229206), 570, 0, 4, np.float64(0.002874098051116184), np.float64(7.485332793844e-05), -1, np.float64(24707.8), np.float64(24738.9), np.float64(24686.1), np.float64(24715.0), np.float64(0.0)]",,,,bc,24643.966666666664,24716.85
2025-08-06 09:30:00,0,24711.5,NIFTY25AUGFUT,"[np.float64(24711.5), np.float64(0.0), np.float64(24711.5), np.float64(24713.833333333332), np.float64(24710.816666666666), np.float64(24716.85), np.float64(24777.666666666664), np.float64(24847.533333333333), np.float64(24911.366666666665), np.float64(24981.233333333334), np.float64(24643.966666666664), np.float64(24580.13333333333), np.float64(24510.266666666663), np.float64(24446.43333333333), np.float64(6.033333333332848), np.float64(0.0002441508339571798), 570, 0, 4, np.float64(0.0027328706607586137), np.float64(0.00021649839143712623), -1, np.float64(24707.8), np.float64(24738.9), np.float64(24686.1), np.float64(24711.5), np.float64(0.0)]",,,,bc,24643.966666666664,24716.85
2025-08-06 09:30:00,0,24715.0,NIFTY25AUGFUT,"[np.float64(24715.0), np.float64(0.0), np.float64(24715.0), np.float64(24713.833333333332), np.float64(24710.816666666666), np.float64(24716.85), np.float64(24777.666666666664), np.float64(24847.533333333333), np.float64(24911.366666666665), np.float64(24981.233333333334), np.float64(24643.966666666664), np.float64(24580.13333333333), np.float64(24510.266666666663), np.float64(24446.43333333333), np.float64(6.033333333332848), np.float64(0.00024411625868229206), 570, 0, 4, np.float64(0.002874098051116184), np.float64(7.485332793844e-05), -1, np.float64(24707.8), np.float64(24738.9), np.float64(24686.1), np.float64(24715.0), np.float64(0.0)]",,,,bc,24643.966666666664,24716.85
2025-08-06 09:30:00,0,24711.0,NIFTY25AUGFUT,"[np.float64(24711.0), np.float64(0.0), np.float64(24711.0), np.float64(24713.833333333332), np.float64(24710.816666666666), np.float64(24716.85), np.float64(24777.666666666664), np.float64(24847.533333333333), np.float64(24911.366666666665), np.float64(24981.233333333334), np.float64(24643.966666666664), np.float64(24580.13333333333), np.float64(24510.266666666663), np.float64(24446.43333333333), np.float64(6.033333333332848), np.float64(0.00024415577408169834), 570, 0, 4, np.float64(0.002712692053471591), np.float64(0.0002367366759742036), -1, np.float64(24707.8), np.float64(24738.9), np.float64(24686.1), np.float64(24711.0), np.float64(0.0)]",,,,bc,24643.966666666664,24716.85
2025-08-06 09:30:00,0,24711.0,NIFTY25AUGFUT,"[np.float64(24711.0), np.float64(0.0), np.float64(24711.0), np.float64(24713.833333333332), np.float64(24710.816666666666), np.float64(24716.85), np.float64(24777.666666666664), np.float64(24847.533333333333), np.float64(24911.366666666665), np.float64(24981.233333333334), np.float64(24643.966666666664), np.float64(24580.13333333333), np.float64(24510.266666666663), np.float64(24446.43333333333), np.float64(6.033333333332848), np.float64(0.00024415577408169834), 570, 0, 4, np.float64(0.002712692053471591), np.float64(0.0002367366759742036), -1, np.float64(24707.8), np.float64(24738.9), np.float64(24686.1), np.float64(24711.0), np.float64(0.0)]",,,,bc,24643.966666666664,24716.85
2025-08-06 09:30:00,0,24715.0,NIFTY25AUGFUT,"[np.float64(24715.0), np.float64(0.0), np.float64(24715.0), np.float64(24713.833333333332), np.float64(24710.816666666666), np.float64(24716.85), np.float64(24777.666666666664), np.float64(24847.533333333333), np.float64(24911.366666666665), np.float64(24981.233333333334), np.float64(24643.966666666664), np.float64(24580.13333333333), np.float64(24510.266666666663), np.float64(24446.43333333333), np.float64(6.033333333332848), np.float64(0.00024411625868229206), 570, 0, 4, np.float64(0.002874098051116184), np.float64(7.485332793844e-05), -1, np.float64(24707.8), np.float64(24738.9), np.float64(24686.1), np.float64(24715.0), np.float64(0.0)]",,,,bc,24643.966666666664,24716.85
2025-08-06 09:30:00,0,24711.5,NIFTY25AUGFUT,"[np.float64(24711.5), np.float64(0.0), np.float64(24711.5), np.float64(24713.833333333332), np.float64(24710.816666666666), np.float64(24716.85), np.float64(24777.666666666664), np.float64(24847.533333333333), np.float64(24911.366666666665), np.float64(24981.233333333334), np.float64(24643.966666666664), np.float64(24580.13333333333), np.float64(24510.266666666663), np.float64(24446.43333333333), np.float64(6.033333333332848), np.float64(0.0002441508339571798), 570, 0, 4, np.float64(0.0027328706607586137), np.float64(0.00021649839143712623), -1, np.float64(24707.8), np.float64(24738.9), np.float64(24686.1), np.float64(24711.5), np.float64(0.0)]",,,,bc,24643.966666666664,24716.85
2025-08-06 09:30:00,0,24711.5,NIFTY25AUGFUT,"[np.float64(24711.5), np.float64(0.0), np.float64(24711.5), np.float64(24713.833333333332), np.float64(24710.816666666666), np.float64(24716.85), np.float64(24777.666666666664), np.float64(24847.533333333333), np.float64(24911.366666666665), np.float64(24981.233333333334), np.float64(24643.966666666664), np.float64(24580.13333333333), np.float64(24510.266666666663), np.float64(24446.43333333333), np.float64(6.033333333332848), np.float64(0.0002441508339571798), 570, 0, 4, np.float64(0.0027328706607586137), np.float64(0.00021649839143712623), -1, np.float64(24707.8), np.float64(24738.9), np.float64(24686.1), np.float64(24711.5), np.float64(0.0)]",,,,bc,24643.966666666664,24716.85
2025-08-06 09:30:00,0,24714.9,NIFTY25AUGFUT,"[np.float64(24714.9), np.float64(0.0), np.float64(24714.9), np.float64(24713.833333333332), np.float64(24710.816666666666), np.float64(24716.85), np.float64(24777.666666666664), np.float64(24847.533333333333), np.float64(24911.366666666665), np.float64(24981.233333333334), np.float64(24643.966666666664), np.float64(24580.13333333333), np.float64(24510.266666666663), np.float64(24446.43333333333), np.float64(6.033333333332848), np.float64(0.0002441172464113894), 570, 0, 4, np.float64(0.002870063537919957), np.float64(7.88997730113045e-05), -1, np.float64(24707.8), np.float64(24738.9), np.float64(24686.1), np.float64(24714.9), np.float64(0.0)]",,,,bc,24643.966666666664,24716.85
